ID;Nom;Référence;Catégorie;Sous-catégorie;Sous-sous-catégorie;Description;Prix HT;Prix TTC;Prix HT Promo;Prix TTC Promo;En Promo;Stock;Disponible;Slug;SEO Titre;SEO Description;SEO Mots-clés;Couleurs;Date de création
7f46abac-7f32-4040-8037-c5109b69eacb;Location Coup de Poing Woman;Coup de Poing Woman;jeux;jeux-forains;coup-de-poing;"<h2><strong style=""color: rgb(153, 51, 255);"">Caractéristiques techniques</strong></h2><table><tbody><tr><td data-row=""1"">Caractéristique</td><td data-row=""1"">Détail</td></tr><tr><td data-row=""2"">Dimensions</td><td data-row=""2"">H 210 cm / L 70 cm / P 120 cm</td></tr><tr><td data-row=""3"">Poids</td><td data-row=""3"">120 kg</td></tr><tr><td data-row=""4"">Type de jeu</td><td data-row=""4"">Jeu de force forain</td></tr><tr><td data-row=""5"">Public</td><td data-row=""5"">Adolescents et adultes</td></tr><tr><td data-row=""6"">Installation</td><td data-row=""6"">Intérieur ou extérieur couvert</td></tr><tr><td data-row=""7"">Utilisation</td><td data-row=""7"">Animation libre ou encadrée</td></tr></tbody></table><h3><br></h3>";291.67;350;;;Non;0;Oui;coup-de-poing-woman;Location Coup de Poing Forain en IDF et France;Louez un Coup de Poing Woman pour dynamiser vos événements  Animation fun pour fêtes entreprise, Associations , en région parisienne et France entière. ;location coup de poing forain paris 75, location jeu de force événement, coup de poing location prix Paris 75, tarif location coup de poing, location coup de poing région parisienne, location jeu forain professionnel, animation jeux forains entreprise, animation soirée entreprise coup de poing Yvelines 78, location coup de poing IDF, location coup de poing kermesse Paris 75, location coup de poing France entière,Agence événementiel Paris 75,Location coup de poing pour fetes CE Paris 75;;06/05/2025
cbc51664-4cbf-4508-908b-d9b63d0f45ad;Location cube lumineux 40 cm RGB;Location cube lumineux 40 cm RGB;technique;eclairage;mobilier-lumineux;"**Illuminez vos événements en Île-de-France avec nos cubes lumineux RGB !**

Créez une ambiance unique avec nos cubes lumineux 40 cm RGB. Parfait pour vos soirées privées, mariages, séminaires ou événements d'entreprise en Île-de-France. Leur télécommande intuitive vous permet de personnaliser l'éclairage selon vos envies, offrant une autonomie de 4 à 6 heures.

Polyvalents, ces cubes s'adaptent à tous vos espaces, intérieurs comme extérieurs. Imaginez-les bordant une piste de danse, illuminant un cocktail ou décorant un stand lors d'un salon professionnel. Combinez-les avec nos projecteurs LED et notre mobilier lounge pour un effet spectaculaire.

Professionnels de l'événementiel en Seine-et-Marne (77) ou particuliers dans les Yvelines (78), dynamisez votre décoration ! Contactez ESIL-events pour la location de vos cubes lumineux et transformez votre événement en un moment inoubliable.";20.83;25;;;Non;0;Oui;location-cube-lumineux-40-cm-rgb;Location Cube Lumineux RGB 40cm - Événementiel IDF Premium;Illuminez vos événements en Île-de-France avec nos cubes lumineux RGB 40cm premium ! Ambiance personnalisable garantie. Devis gratuit & livraison rapide. Contac;location cube lumineux rgb 40cm, location cube lumineux île de france, location mobilier lumineux evenementiel, eclairage evenementiel paris, location cube lumineux mariage, location cube lumineux entreprise, location cube lumineux 77, location cube lumineux 78, mobilier lumineux location, cube lumineux location;;12/07/2025
e55809e7-bd7a-444b-86cc-4c2e1f2b2d89;Location Dance Dance Révolution - DDR;Dance Révolution;jeux;danse-quiz;dance-revolution;"<h2><strong style=""color: rgb(153, 51, 255);"">Caractéristiques techniques</strong></h2><table><tbody><tr><td data-row=""1"">Caractéristique</td><td data-row=""1"">Détail</td></tr><tr><td data-row=""2"">Surface de jeu</td><td data-row=""2"">Environ 6 m² (2 x 3 m)</td></tr><tr><td data-row=""3"">Plaques de jeu</td><td data-row=""3"">2</td></tr><tr><td data-row=""4"">Écran</td><td data-row=""4"">TV 65 pouces sur support à roulette</td></tr><tr><td data-row=""5"">Son</td><td data-row=""5"">2 enceintes sur pieds</td></tr><tr><td data-row=""6"">Installation</td><td data-row=""6"">Intérieur uniquement</td></tr><tr><td data-row=""7"">Particularités</td><td data-row=""7"">Encadrement décoratif inclus</td></tr></tbody></table><h3><br></h3>";541.67;650;;;Non;0;Oui;dance-revolution;Location Dance Dance Révolution -  Événementiel Paris IDF;Location Dance Dance Révolution à Paris, 75 et Yvelines avec ESIL EVENTS. Animation interactive musicale et sportive pour événements et soirées.;Annimation jeu de dance Révolution 75, jeux de café événementiel Paris, location jeux animation Île-de-France, animation soirée entreprise paris 75, location jeux interactifs IDF, événementiel animation premium, jeux événementiels mariage, location Dance Révolution 75, animation team building, jeux de café à louer,Annimation jeu de dance Révolution pas chère paris 75,Annimation jeu de dance Révolution pas chère yvelines 78,Annimation jeu de dance Révolution IDF,Annimation jeu de dance Révolution soirée entreprise 78,Annimation jeu de dance Révolution soirée entreprise  Yvelines 78,Annimation jeu de dance Révolution soirée entreprise paris 75,location dance dance révolution, location DDR, animation musicale interactive, jeu musical, animation sportive, location jeu interactif, location baby-foot, location jeu événementiel, animation team-building, ESIL EVENTS, location dance Paris, location dance 75, location dance Yvelines, location jeu Île-de-France, animation conviviale, animation soirée;;07/05/2025
d35550dc-7d12-4604-95ac-8cc1ef66fb68;Location de tir au but gonflable - Pénalty;Tir au but;technique;coupe-du-monde-football;animation-football;"<p>Animez vos événements avec notre tir au but gonflable spécial pénalty, une animation incontournable pour tous les passionnés de football !</p><p><br></p><p>Testez votre précision et défiez vos amis, collègues ou invités dans une ambiance fun et conviviale. Grâce à ses différentes cibles, ce jeu permet d’organiser des défis ludiques et compétitifs adaptés aussi bien aux enfants qu’aux adultes.</p><p><br></p><p>Parfait pour les fan zones, événements d’entreprise, fêtes communales, centres commerciaux, anniversaires ou animations sportives, le tir au but gonflable attire immédiatement l’attention et garantit une excellente participation du public.</p><p><br></p><p>Facile à installer et sécurisé, ce jeu football apporte une véritable ambiance de stade à votre événement.</p><h4><br></h4><table><tbody><tr><td data-row=""1""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">Âge</span></td><td data-row=""1""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">À partir de 3 ans</span></td></tr><tr><td data-row=""2""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">Dimensions</span></td><td data-row=""2""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">L : 4 m x l : 2 m x H : 2,5 m</span></td></tr><tr><td data-row=""3""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">Surface requise</span></td><td data-row=""3""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">L : 7,6 m x l : 5,6 m x H : 3,5 m</span></td></tr><tr><td data-row=""4""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">Poids</span></td><td data-row=""4""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">50 kg</span></td></tr><tr><td data-row=""5""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">Alimentation</span></td><td data-row=""5""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">220 V</span></td></tr><tr><td data-row=""6""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">Soufflerie</span></td><td data-row=""6""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">1 x 1,5 CV</span></td></tr><tr><td data-row=""7""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">Installation</span></td><td data-row=""7""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">Gonflable + mise en place</span></td></tr><tr><td data-row=""8""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">Utilisation</span></td><td data-row=""8""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">Intérieur &amp; extérieur</span></td></tr><tr><td data-row=""9""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">Norme</span></td><td data-row=""9""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">EN 14960</span></td></tr><tr><td data-row=""10""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">Ballon</span></td><td data-row=""10""><span style=""color: rgb(0, 0, 0); background-color: transparent;"">Inclus</span></td></tr></tbody></table><h4>Idéal pour :</h4><ol><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Coupe du Monde &amp; événements football</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Team building</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Journées portes ouvertes</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Fêtes et kermesses</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Animations commerciales</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Événements sportifs et associatifs</li></ol><p><br></p><p>Faites vivre l’émotion du pénalty à vos participants avec ESIL Events !</p>";150;180;;;Non;0;Oui;tir-au-but-penalty-gonflable;Location Tir au But Gonflable : Animation Foot Ile de France;Dynamisez vos événements avec notre tir au but gonflable ! Animation foot idéale pour team building et fan zones. Service clé en main Paris & Ile de France;Tir au but gonflable;;20/05/2026
55ab0b0f-ffd4-4211-aeca-ae2c8f5e5d5d;Location écran de Score Digital pour quiz;Ecran scrore;jeux;danse-quiz;quizz;"<h2>Écran de Score Digital – Location avec ESIL EVENTS à Paris, 75, Yvelines et Île-de-France</h2><p><br></p><p>Optimisez vos <strong>animations et jeux interactifs</strong> avec notre <strong>Écran de Score Digital</strong>, disponible à la <strong>location chez ESIL EVENTS à Paris, dans le 75, les Yvelines et toute l’Île-de-France</strong>. Idéal pour <strong>quizz, tournois ou compétitions</strong>, cet écran permet de <strong>suivre et afficher les scores en temps réel</strong>, apportant une <strong>dimension professionnelle et visuelle</strong> à vos événements.</p><p>Parfait pour <strong>soirées privées, anniversaires, team-building ou événements scolaires</strong>, l’Écran de Score Digital est <strong>compact, léger et facile à installer</strong>, garantissant un suivi clair et précis des performances de chaque participant.</p><p><br></p><h3><strong style=""color: rgb(153, 51, 255);"">Caractéristiques</strong></h3><table><tbody><tr><td data-row=""1"">Caractéristique</td><td data-row=""1"">Détail</td></tr><tr><td data-row=""2""><strong>Dimensions</strong></td><td data-row=""2"">29,5 x 18,5 x 3,5 cm</td></tr><tr><td data-row=""3""><strong>Poids</strong></td><td data-row=""3"">890 g</td></tr><tr><td data-row=""4""><strong>Usage</strong></td><td data-row=""4"">Affichage des scores pour quizz et jeux interactifs</td></tr><tr><td data-row=""5""><strong>Type d’écran</strong></td><td data-row=""5"">Digital / électronique</td></tr><tr><td data-row=""6""><strong>Nombre de joueurs</strong></td><td data-row=""6"">Adaptable selon l’événement</td></tr></tbody></table><p>Compact et léger, l’<strong>Écran de Score Digital</strong> s’intègre facilement dans toutes vos animations et permet de <strong>dynamiser les jeux avec un affichage clair et interactif</strong>. Idéal pour créer une <strong>ambiance compétitive et conviviale</strong> lors de vos événements.</p><p><br></p><h3><strong style=""color: rgb(153, 51, 255);"">Location de l’Écran de Score Digital avec ESIL EVENTS</strong></h3><p>Avec <strong>ESIL EVENTS</strong>, bénéficiez d’une <strong>location clé en main à Paris, 75, Yvelines et Île-de-France</strong>, incluant <strong>livraison et installation si nécessaire</strong>. Cet écran est parfait pour <strong>améliorer vos animations, quizz et compétitions</strong>, tout en captivant vos participants grâce à un affichage professionnel et interactif.</p>";45;54;;;Non;0;Oui;ecran-score-digital-quiz;Écran de Score Digital à louer – ESIL EVENTS Paris, IDF;Location Écran de Score Digital avec ESIL EVENTS à Paris, 75, Yvelines et Île-de-France. Affichez les scores en temps réel pour quizz, jeux.;écran de score digital, ESIL EVENTS, écran score à louer, affichage scores quizz, affichage scores jeux, animation quizz Paris, location écran interactif 75, location écran interactif Yvelines, location écran interactif Île-de-France, animation interactive, animation soirée entreprise, animation team-building, animation anniversaire, affichage scores en temps réel, activité ludique, animation conviviale, animation compétitive, outil interactif, jeu multijoueur, animation événementielle;;23/02/2026
df081406-0925-4155-8449-6d1c1ec234c4;Location Écran Mur de LED m2 – Ecran géant Coupe du Monde;mur de led;technique;coupe-du-monde-football;diffusion-match-football;"<p>Offrez une expérience visuelle spectaculaire à votre public avec notre mur LED professionnel, idéal pour la diffusion de matchs, événements sportifs, concerts ou animations grand public.</p><p><br></p><p>Disponible en intérieur et en extérieur, notre écran LED garantit une qualité d’image exceptionnelle, même en plein jour, pour une immersion totale digne des plus grands stades. Parfait pour les fan zones, événements d’entreprise, collectivités ou opérations commerciales.</p><p><br></p><p>ESIL Events vous propose une solution clé en main incluant la livraison, l’installation et le démontage partout en Île-de-France.</p><p><br></p><table><tbody><tr><td data-row=""row-0jap""><strong>Format 16:9 </strong></td><td data-row=""row-0jap""><strong>7m2 (3X2) </strong></td><td data-row=""row-0jap""><strong>11m2 (4,5x2,5)</strong></td><td data-row=""row-0jap""><strong>15m2 (5x3)</strong></td></tr><tr><td data-row=""row-p73l"">Tarif HT</td><td data-row=""row-p73l"">1 744,19 €</td><td data-row=""row-p73l"">2 740,87 €</td><td data-row=""row-p73l"">3 737,55 €</td></tr><tr><td data-row=""row-n8f8""><strong style=""color: rgb(153, 51, 255);"">TARIF TTC</strong></td><td data-row=""row-n8f8""><strong style=""color: rgb(153, 51, 255);"">2 093,03 €</strong></td><td data-row=""row-n8f8""><strong style=""color: rgb(153, 51, 255);"">3 289,04 €</strong></td><td data-row=""row-n8f8""><strong style=""color: rgb(153, 51, 255);"">4 485,06 €</strong></td></tr></tbody></table><h3>Inclus dans la prestation :</h3><p><br></p><ol><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Livraison sur site (IDF)</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Installation complète</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Démontage après événement</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Matériel indoor &amp; outdoor haute qualité</li></ol><p><br></p><p>Créez un impact visuel fort et transformez vos événements en véritable expérience immersive avec ESIL Events.</p><h3><br></h3>";249;298.8;;;Non;0;Oui;location-ecran-mur-de-led-indoor-outdoor;Location mur LED – Écran géant Football Coupe du monde;A l'occasion de la Coup du Monde 2026, Louez un mur LED professionnel indoor et outdoor pour vos événements pour diffuser le match sur écran géant;;;21/05/2026
2ea41125-3593-488d-aa34-b21f963e157a;location fauteuil lumineux sur batterie ;location fauteuil lumineux sur batterie ;technique;eclairage;mobilier-lumineux;"**Illuminez vos événements en Île-de-France avec nos fauteuils lumineux sur batterie !**

Créez une ambiance inoubliable avec nos fauteuils lumineux, parfaits pour mariages, séminaires ou événements institutionnels en Île-de-France. Leur éclairage LED RGBW offre 128 couleurs, transformant vos espaces extérieurs en lieux magiques. Résistants aux intempéries (IP65), ils garantissent une autonomie de 12 à 36 heures, idéal pour vos soirées dans le 75, 78 ou 92.

Fabriqués en polyéthylène blanc, ces fauteuils allient esthétisme et durabilité. Imaginez-les illuminant une terrasse à Paris, un jardin dans le 91 ou un espace événementiel dans le 93. Combinez-les avec nos jeux de lumière et nos solutions sonores pour une expérience complète signée ESIL-events.

Optez pour l'originalité et la qualité ESIL-events pour vos événements en Île-de-France. Nos fauteuils lumineux apportent une touche de modernité et de convivialité. Contactez-nous pour illuminer votre prochain événement dans le 77, 94 ou 95 !";29.17;35;;;Non;8;Oui;location-fauteuil-lumineux-sur-batterie;Location Fauteuil Lumineux LED Île-de-France Événementiel ;Illuminez vos événements avec nos fauteuils lumineux LED sur batterie en Île-de-France ! Ambiance unique garantie. Location premium, livraison rapide. Demandez ;location fauteuil lumineux sur batterie Île-de-France, location mobilier lumineux événementiel Paris, location fauteuil LED mariage IDF , éclairage événementiel sans fil PARIS , location mobilier lumineux événementiel, location fauteuil lumineux événement Yvelines 78, fauteuil lumineux LED RGBW, location mobilier lumineux Paris, location fauteuil lumineux 77, location fauteuil lumineux 92;;12/07/2025
da904b1a-8435-4754-a315-bf4b0f9bebfb;Location Flipper Années 80 - Rétro Gaming;Flipper Années 80 - Rétro Gaming;jeux;jeux-d-arcades;flippers;"<h2><strong style=""color: rgb(153, 51, 255);"">Caractéristiques</strong></h2><table><tbody><tr><td data-row=""1"">CaractéristiqueDétail</td><td data-row=""1""><br></td></tr><tr><td data-row=""2""><strong>Meuble et construction</strong></td><td data-row=""2"">Contreplaqué robuste, pieds en acier, verre trempé</td></tr><tr><td data-row=""3""><strong>Nombre de joueurs</strong></td><td data-row=""3"">1 à 4</td></tr><tr><td data-row=""4""><strong>Monnayeur</strong></td><td data-row=""4"">FREE</td></tr><tr><td data-row=""5""><strong>Consommation électrique (jeu)</strong></td><td data-row=""5"">360 W – 1,5 A – 240 V</td></tr><tr><td data-row=""6""><strong>Consommation électrique (veille)</strong></td><td data-row=""6"">70 W – 0,3 A – 240 V</td></tr><tr><td data-row=""7""><strong>Date de sortie</strong></td><td data-row=""7"">Années 80–90</td></tr><tr><td data-row=""8""><strong>Dimensions</strong></td><td data-row=""8"">Environ L 145 x P 71 x H 195 cm</td></tr></tbody></table><p><br></p>";310;372;;;Non;0;Oui;location-flipper-annees-80-retro-gaming;Location Flipper Années 80  sur Paris - Rétrogaming ;Location flipper rétro années 80–90 avec ESIL EVENTS à Paris, 75, Yvelines et Île-de-France. Animation vintage idéale pour tous vos événements.;flipper années 80 location paris 75, location flipper retro paris, animation retrogaming ile de france, location jeux de café évènementiel IDF , flipper vintage location Yvelines 78, animation soiree entreprise retro, location flipper évènementiel, jeux de cafe animation evenementiel,Location flipper pour soirée en entreprise sur Paris ,Agence événementiel en ile de France ,location flipper, flipper années 80, flipper années 90, flipper rétro, ESIL EVENTS, flipper événementiel, location flipper Paris, location flipper 75, location flipper Yvelines, location flipper Île-de-France, flipper vintage à louer, animation flipper rétro, flipper arcade, flipper ancien, flipper pour anniversaire, flipper pour soirée privée, flipper team-building, flipper entreprise, flipper professionnel à louer, jeu rétro à louer, animation rétro événementielle, location jeux événementiels Paris, animation vintage Ile-de-France, flipper FREE play, flipper rétro professionnel;;07/05/2025
a7ab8514-f86e-4c83-b17d-6e2b5e890511;Location Flipper Stranger Things ;Flipper Stranger Things;jeux;jeux-d-arcades;flippers;"<h3><strong style=""color: rgb(153, 51, 255);"">Caractéristiques</strong></h3><table><tbody><tr><td data-row=""1"">Caractéristique</td><td data-row=""1"">Détail</td></tr><tr><td data-row=""2""><strong>Meuble et construction</strong></td><td data-row=""2"">Contreplaqué robuste, pieds en acier, verre trempé</td></tr><tr><td data-row=""3""><strong>Nombre de joueurs</strong></td><td data-row=""3"">1 à 4</td></tr><tr><td data-row=""4""><strong>Monnayeur</strong></td><td data-row=""4"">FREE</td></tr><tr><td data-row=""5""><strong>Consommation électrique (jeu)</strong></td><td data-row=""5"">360 W – 1,5 A – 240 V</td></tr><tr><td data-row=""6""><strong>Consommation électrique (veille)</strong></td><td data-row=""6"">70 W – 0,3 A – 240 V</td></tr><tr><td data-row=""7""><strong>Date de sortie</strong></td><td data-row=""7"">2019</td></tr><tr><td data-row=""8""><strong>Dimensions</strong></td><td data-row=""8"">L 145 x P 71 x H 195 cm</td></tr></tbody></table><p><br></p>";310;372;;;Non;0;Oui;location-flipper-stranger-things;Flipper Stranger Things à louer – ESIL EVENTS Paris & Île-de;Location flipper Stranger Things pour événements à Paris, 75, Yvelines et Île-de-France avec ESIL EVENTS. Animation originale et immersive pour tous !; location flipper événementiel YVELINES 78, location jeux de café évènement PARIS 75, animation soirée entreprise PARIS 75, location jeux vintage versailles 78, evenementiel geek paris, location flipper paris 75, jeux et animation évènementiel IDF , location matériel évènementiel Yvelines 78,Agence événementiel en ile de France ,location flipper Paris, location flipper 75, location flipper Yvelines, ESIL EVENTS, flipper Stranger Things à louer, flipper événementiel Ile-de-France, animation originale pour soirée, flipper professionnel à louer, jeu rétro années 80;;07/05/2025
0971fc1c-dc8e-4a79-a6a9-3023191359fe;Location jeu de fléchette électronique Cyberdine ;Jeu de Fléchettes Cyberdine ;jeux;jeux-sportifs;jeu-de-flechettes;"<h2><strong style=""color: rgb(153, 51, 255);"">Caractéristiques techniques</strong></h2><table><tbody><tr><td data-row=""1"">Caractéristique</td><td data-row=""1"">Détail</td></tr><tr><td data-row=""2"">Joueurs</td><td data-row=""2"">Jusqu’à 8 joueurs</td></tr><tr><td data-row=""3"">Écran</td><td data-row=""3"">LED clair et coloré</td></tr><tr><td data-row=""4"">Structure</td><td data-row=""4"">Robuste et stable avec éclairage intégré</td></tr><tr><td data-row=""5"">Modes de jeu</td><td data-row=""5"">25+ jeux et variantes (01 Games, Cricket, Shanghai…)</td></tr><tr><td data-row=""6"">Fonctionnalités</td><td data-row=""6"">Monnayeur ou freeplay, réglages volume, temps, crédits</td></tr><tr><td data-row=""7"">Particularités</td><td data-row=""7"">Effets lumineux et sonores, fixation murale ou support autonome</td></tr></tbody></table><h3><br></h3>";204.17;245;;;Non;0;Oui;jeu-de-flechettes-cyberdine;Location Fléchettes Électronique Cyberdine – 8 Joueurs;Location Jeu de Fléchettes Électronique Cyberdine à Paris, 75 et Yvelines. Animation interactive pour soirées, événements et jeux séminaire entreprise.;location jeu de fléchettes Cyberdine paris , location fléchettes événement en IDF, jeu de fléchettes professionnel location france, tarif location fléchettes Cyberdine événement paris, prix location fléchettes région parisienne 75 , location animation jeux de café événementiel, animation team building fléchettes IDF, location jeu de fléchettes haut de gamme pour soirées entreprise , location jeu de fléchettes pour soirée  CE sur paris 75, location jeu de fléchettes pour anniversaire Yvelines 78,location fléchettes électronique, location jeu de fléchettes, location jeu sportif, location baby-foot, jeux séminaire entreprise, animation interactive, location jeu événementiel, Cyberdine, fléchettes professionnelles, animation entreprise, ESIL EVENTS, location fléchettes Paris, location fléchettes 75, location fléchettes Yvelines, jeu convivial, animation soirée;;07/05/2025
a383c464-a7e6-4d34-8603-8f6229270c57;Location Jeu de Fléchettes électronique ;Jeu de Fléchettes ;jeux;jeux-sportifs;jeu-de-flechettes;"<h2><strong style=""color: rgb(153, 51, 255);"">Caractéristiques techniques</strong></h2><table><tbody><tr><td data-row=""1"">Caractéristique</td><td data-row=""1"">Détail</td></tr><tr><td data-row=""2"">Dimensions</td><td data-row=""2"">241 x 103 x 258 cm</td></tr><tr><td data-row=""3"">Poids</td><td data-row=""3"">235 kg</td></tr><tr><td data-row=""4"">Joueurs</td><td data-row=""4"">1 à 8 joueurs</td></tr><tr><td data-row=""5"">Écran</td><td data-row=""5"">LED clair et coloré</td></tr><tr><td data-row=""6"">Modes de jeu</td><td data-row=""6"">Plus de 25 jeux avec variantes (Cricket, Shanghai, 01 Games…)</td></tr><tr><td data-row=""7"">Particularités</td><td data-row=""7"">Effets lumineux et sonores, monnayeur ou freeplay, fixation murale ou support autonome</td></tr></tbody></table><h3><br></h3>";165.83;199;;;Non;0;Oui;jeu-de-flechettes;Location Arcade Fléchettes Électronique – 8 Joueurs;Location Arcade Fléchettes Électronique à Paris, 75 et Yvelines. Animation interactive pour soirées, événements et jeux séminaire entreprise.;location jeu de fléchettes événement paris , location jeu de fléchettes professionnel 75, tarif location jeu de fléchettes esil-events yvelines 78, prix location jeu de fléchettes événementiel, location jeu de fléchettes région parisienne, jeu de fléchettes animation événement, location jeux de café événement IDF , location jeux de loisirs entreprise, location jeu de fléchettes team building, location jeu de fléchettes soirée privée 75;;07/05/2025
fa914fdf-5f66-4158-a2e0-b04abc11ed5e;"Location Jeu de Fléchettes électronique BITRONIC 22""";Jeu de Fléchettes BITRONIC 22 pouces;jeux;jeux-sportifs;jeu-de-flechettes;"<h2><strong style=""color: rgb(153, 51, 255);"">Caractéristiques techniques</strong></h2><table><tbody><tr><td data-row=""1"">Caractéristique</td><td data-row=""1"">Détail</td></tr><tr><td data-row=""2"">Dimensions</td><td data-row=""2"">L 60 x P 47 x H 200 cm</td></tr><tr><td data-row=""3"">Poids</td><td data-row=""3"">80 kg</td></tr><tr><td data-row=""4"">Joueurs</td><td data-row=""4"">1 à 8 joueurs</td></tr><tr><td data-row=""5"">Type de fléchettes</td><td data-row=""5"">Pointe plastique</td></tr><tr><td data-row=""6"">Monnayeur</td><td data-row=""6"">Électronique inclus, freeplay possible</td></tr><tr><td data-row=""7"">Composition</td><td data-row=""7"">Meuble acier, câble d’alimentation inclus</td></tr></tbody></table><h3><br></h3>";229.17;275;;;Non;0;Oui;jeu-de-flechettes-bitronic-22-pouces;"Location Fléchettes Électronique Bitronic 22"" – 8 Joueurs";"Location Jeu Fléchettes Électronique Bitronic 22"" à Paris, 75 et Yvelines. Animation interactive pour soirées, événements et jeux séminaire entreprise.";location jeu de fléchettes bitronic paris , animation événement île-de-france, jeux de café événementiel paris, location jeux entreprise 75, jeu de fléchettes professionnel location, animation soirée entreprise idf, location fléchettes bitronic 22 pouces, location jeux et animation événementiel, location jeux de café paris, animation événementielle ile de france,location jeu de fléchettes 75,location jeu de fléchettes events paris ,location jeu de fléchettes yvelines 78,location jeu de fléchettes en IDF ,location fléchettes électronique, location jeu de fléchettes, location jeu sportif, jeux séminaire entreprise, animation interactive, location jeu événementiel, Bitronic, fléchettes professionnelles, animation entreprise, ESIL EVENTS, location fléchettes Paris, location fléchettes 75, location fléchettes Yvelines, jeu convivial, animation soirée;;07/05/2025
30765d69-d8cd-4ccc-a72b-a2db60fbc1d8;Location Jeu Gonflable Baby Foot Humain ;Jeu Gonflable Baby Foot Humain ;technique;coupe-du-monde-football;animation-football;<p>Venez vivre l'expérience unique du Baby Foot version géante avec notre Jeu Gonflable Baby Foot Humain ! Ce jeu spectaculaire réunit 12 joueurs dans une version géante et interactive du célèbre jeu de baby-foot. Chaque joueur, attaché à une barre gonflable, devra se déplacer de gauche à droite pour contrôler le ballon et marquer des buts tout en s’amusant dans un cadre sécurisé. Parfait pour vos événements en entreprise, soirées entre amis, fêtes de famille ou team-building, le Jeu Gonflable Baby Foot Humain transforme n'importe quel événement en un moment inoubliable, avec rires et compétitions à l’horizon. Une expérience ludique, conviviale et idéale pour toutes les générations !</p>;295.83;355;;;Non;0;Oui;jeu-gonflable-baby-foot-humain;Location Baby Foot Humain Gonflable - Animation Événementielle Fun;Louez un Baby Foot Humain gonflable pour un événement inoubliable ! Idéal team building, fêtes, entreprises. Location premium partout en France. Devis rapide !;location baby foot humain, location baby foot humain gonflable, baby foot humain gonflable prix, tarif location baby foot humain, animation événementielle baby foot humain, jeu gonflable baby foot humain entreprise, location baby foot humain région parisienne, baby foot humain gonflable team building, location structures gonflables événement, location jeux gonflables professionnels;;07/05/2025
304ed74f-e647-4d6b-a111-7f6de7896b6d;location la Paire d'enceinte Opera Reevo 212 - DB Technologie;location la Paire d'enceinte Opera Reevo 212 - DB Technologie;technique;sonorisation;enceinte;"**Transformez votre événement en Île-de-France avec l'Opera Reevo 212 !** L'excellence sonore signée ESIL-events pour des moments inoubliables. Mariages anniversaires, séminaires percutants ou soirées mémorables, cette enceinte DB Technologie de 1050W RMS et 133dB SPL Max offre un son pur et puissant.

Sa conception 3 voies assure une clarté exceptionnelle. Imaginez-la sublimée par nos jeux de lumière et la maîtrise de nos régisseurs son, créant une ambiance sur mesure pour vos événements en région parisienne. Compacte et performante, elle s'intègre parfaitement à votre décor.

Que vous soyez un particulier, une entreprise ou une institution en Île-de-France, l'Opera Reevo 212 s'adapte à tous vos besoins. Combinez-la avec nos solutions d'éclairage et nos services d'animation pour une expérience immersive.

Confiez votre projet à ESIL-events, expert en sonorisation en Île-de-France. Contactez-nous pour une location sur mesure et donnez vie à vos événements dans le 75, 77, 78, 91, 92, 93, 94 et 95 !";120.83;145;;;Non;0;Oui;location-la-paire-denceinte-opera-reevo-212-db-technologie;Location Paire Enceinte Opera Reevo 212 - | ESIL-events;location enceintes de sonorisation sur paris 75, ile de France, pour mariage, concert, fêtes de fin d'année. location enceinte amplifié chez esil-events.fr;location enceinte Opera Reevo 212, location enceinte sonorisation ile de france, location sonorisation événementielle paris , location enceinte sono Paris, location enceinte sonorisation Île-de-France, matériel sonorisation yvelines, location matériel événementiel, location enceinte professionnelle, location enceinte sonorisation pour mariage, location enceinte sonorisation conférence, location événementiel paris, ;;28/05/2025
